"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"1250",3166,42,1987-12-04,"Human rights",1,2,2,2,3,"negative",NA,1987
"1251",3166,42,1987-12-04,"Palestinian conflict",1,2,2,2,3,"negative",NA,1987
"1252",3167,42,1987-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1253",3168,42,1987-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1254",3169,42,1987-12-04,"Palestinian conflict",1,1,1,1,1,"postive",NA,1987
"1255",3170,42,1987-12-04,"Palestinian conflict",1,1,1,1,1,"postive",NA,1987
"1256",3171,42,1987-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1987
"1257",3172,42,1987-12-04,"Palestinian conflict",1,3,1,3,3,"negative",NA,1987
"1258",3173,42,1987-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1259",3174,42,1987-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1260",3175,42,1987-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1261",3176,42,1987-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1987
"1262",3177,42,1987-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1987
"1263",3180,42,1987-12-06,"Colonialism",1,2,1,3,3,"negative",NA,1987
"1264",3181,42,1987-12-06,"Colonialism",1,2,1,3,3,"negative",NA,1987
"1265",3182,42,1987-12-06,"Colonialism",1,2,1,2,2,"postive",NA,1987
"1266",3183,42,1987-12-06,"Colonialism",1,3,1,3,3,"negative",NA,1987
"1267",3183,42,1987-12-06,"Economic development",1,3,1,3,3,"negative",NA,1987
"1268",3184,42,1987-12-06,"Colonialism",1,2,1,3,3,"negative",NA,1987
"1269",3190,42,1987-12-02,"Colonialism",1,3,1,3,3,"negative",NA,1987
"1270",3190,42,1987-12-02,"Human rights",1,3,1,3,3,"negative",NA,1987
"1271",3191,42,1987-12-02,"Human rights",1,3,1,3,3,"negative",NA,1987
"1272",3192,42,1987-12-02,"Economic development",1,3,1,3,3,"negative",NA,1987
"1273",3192,42,1987-12-02,"Human rights",1,3,1,3,3,"negative",NA,1987
"1274",3193,42,1987-12-02,"Economic development",1,2,1,2,2,"postive",NA,1987
"1275",3193,42,1987-12-02,"Human rights",1,2,1,2,2,"postive",NA,1987
"1276",3194,42,1987-12-02,"Human rights",1,1,1,1,2,"postive",NA,1987
"1277",3195,42,1987-12-02,"Economic development",1,2,1,2,3,"negative",NA,1987
"1278",3195,42,1987-12-02,"Human rights",1,2,1,2,3,"negative",NA,1987
"1279",3196,42,1987-12-02,"Human rights",1,3,1,3,3,"negative",NA,1987
"1280",3197,42,1987-12-02,"Human rights",1,2,1,2,3,"veto","United States",1987
"1281",3198,42,1987-12-02,"Nuclear weapons and nuclear material",1,2,1,1,3,"veto","United States",1987
"1282",3199,42,1987-12-02,"Human rights",1,1,3,1,1,"veto","Russia",1987
"1283",3200,42,1987-12-02,"Human rights",2,1,2,1,1,"postive",NA,1987
"1284",3202,42,1987-12-02,"Economic development",1,1,1,2,3,"negative",NA,1987
"1285",3202,42,1987-12-02,"Human rights",1,1,1,2,3,"negative",NA,1987
"1286",3203,42,1987-12-02,"Economic development",1,3,1,3,3,"negative",NA,1987
"1287",3204,42,1987-12-02,"Human rights",1,1,1,1,2,"postive",NA,1987
"1288",3205,42,1987-12-02,"Human rights",2,1,1,1,2,"postive",NA,1987
"1289",3206,42,1987-12-02,"Economic development",1,2,1,2,2,"postive",NA,1987
"1290",3208,42,1987-12-02,"Human rights",1,3,1,3,3,"negative",NA,1987
"1291",3210,42,1987-12-02,"Economic development",1,2,1,2,2,"postive",NA,1987
"1292",3212,42,1987-12-03,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1293",3213,42,1987-12-03,"Human rights",1,1,1,1,2,"postive",NA,1987
"1294",3213,42,1987-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,1987
"1295",3214,42,1987-12-03,"Colonialism",1,1,1,1,2,"postive",NA,1987
"1296",3214,42,1987-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,1987
"1297",3215,42,1987-12-03,"Colonialism",1,1,1,2,3,"negative",NA,1987
"1298",3215,42,1987-12-03,"Human rights",1,1,1,2,3,"negative",NA,1987
"1299",3215,42,1987-12-03,"Palestinian conflict",1,1,1,2,3,"negative",NA,1987
"1300",3216,42,1987-12-03,"Palestinian conflict",1,2,1,2,2,"postive",NA,1987
"1301",3217,42,1987-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,1987
"1302",3218,42,1987-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",1987
"1303",3221,42,1987-12-06,"Economic development",2,3,1,3,3,"negative",NA,1987
"1304",3222,42,1987-12-06,"Economic development",1,1,1,1,3,"negative",NA,1987
"1305",3222,42,1987-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1987
"1306",3223,42,1987-12-06,"Economic development",1,3,1,3,3,"negative",NA,1987
"1307",3224,42,1987-12-06,"Economic development",1,1,1,1,3,"veto","United States",1987
"1308",3225,42,1987-12-06,"Economic development",1,2,1,2,3,"veto","United States",1987
"1309",3227,42,1987-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1987
"1310",3228,42,1987-12-06,"Economic development",1,1,1,1,3,"veto","United States",1987
"1311",3229,42,1987-12-06,"Economic development",1,1,1,1,3,"negative",NA,1987
"1312",3229,42,1987-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1987
"1313",3230,42,1987-12-06,"Economic development",1,1,1,1,2,"postive",NA,1987
"1314",3231,42,1987-12-06,"Economic development",1,1,1,1,2,"postive",NA,1987
"1315",3234,42,1987-12-06,"Economic development",1,1,1,1,2,"postive",NA,1987
"1316",3236,42,1987-12-06,"Palestinian conflict",1,2,1,2,3,"veto","United States",1987
"1317",3237,42,1987-12-06,"Palestinian conflict",1,3,1,3,3,"negative",NA,1987
"1318",3238,42,1987-12-06,"Palestinian conflict",1,3,1,3,3,"negative",NA,1987
"1319",3239,42,1987-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1987
"1320",3241,42,1987-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1987
"1321",3386,44,1989-10-06,"Human rights",1,1,1,1,3,"negative",NA,1989
"1322",3386,44,1989-10-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1989
"1323",3388,44,1989-10-04,"Colonialism",1,3,1,2,2,"veto","France",1989
"1324",3392,44,1989-11-06,"Economic development",1,1,1,1,3,"veto","United States",1989
"1325",3394,44,1989-11-04,"Colonialism",1,2,1,3,3,"negative",NA,1989
"1326",3398,44,1989-11-04,"Economic development",1,3,1,3,3,"negative",NA,1989
"1327",3398,44,1989-11-04,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1328",3398,44,1989-11-04,"Palestinian conflict",1,3,1,3,3,"negative",NA,1989
"1329",3399,44,1989-11-04,"Human rights",1,2,1,2,2,"postive",NA,1989
"1330",3401,44,1989-11-04,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1331",3401,44,1989-11-04,"Palestinian conflict",1,3,1,3,3,"negative",NA,1989
"1332",3402,44,1989-11-04,"Human rights",1,1,1,3,3,"negative",NA,1989
"1333",3403,44,1989-11-04,"Human rights",1,2,1,2,3,"veto","United States",1989
"1334",3404,44,1989-12-02,"Economic development",1,2,1,2,2,"postive",NA,1989
"1335",3406,44,1989-12-02,"Human rights",1,3,1,3,3,"negative",NA,1989
"1336",3407,44,1989-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1989
"1337",3408,44,1989-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1989
"1338",3409,44,1989-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1989
"1339",3410,44,1989-12-04,"Human rights",1,2,1,2,3,"negative",NA,1989
"1340",3410,44,1989-12-04,"Palestinian conflict",1,2,1,2,3,"negative",NA,1989
"1341",3411,44,1989-12-04,"Human rights",1,2,1,2,3,"negative",NA,1989
"1342",3411,44,1989-12-04,"Palestinian conflict",1,2,1,2,3,"negative",NA,1989
"1343",3412,44,1989-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1989
"1344",3413,44,1989-12-04,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1345",3415,44,1989-12-06,"Palestinian conflict",1,2,1,1,1,"postive",NA,1989
"1346",3416,44,1989-12-06,"Palestinian conflict",1,1,1,1,1,"postive",NA,1989
"1347",3417,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1348",3418,44,1989-12-06,"Palestinian conflict",1,3,1,3,3,"negative",NA,1989
"1349",3419,44,1989-12-06,"Palestinian conflict",1,2,1,2,3,"veto","United States",1989
"1350",3420,44,1989-12-06,"Palestinian conflict",1,2,1,2,3,"veto","United States",1989
"1351",3421,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1352",3422,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1353",3423,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1354",3424,44,1989-12-06,"Colonialism",1,2,1,2,3,"negative",NA,1989
"1355",3424,44,1989-12-06,"Palestinian conflict",1,2,1,2,3,"negative",NA,1989
"1356",3425,44,1989-12-06,"Human rights",1,1,1,1,2,"postive",NA,1989
"1357",3425,44,1989-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1989
"1358",3426,44,1989-12-06,"Colonialism",1,1,1,1,2,"postive",NA,1989
"1359",3426,44,1989-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1989
"1360",3427,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1361",3428,44,1989-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1989
"1362",3429,44,1989-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1989
"1363",3430,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1989
"1364",3432,44,1989-12-06,"Economic development",1,2,1,2,3,"veto","United States",1989
"1365",3433,44,1989-12-06,"Human rights",1,2,1,2,3,"veto","United States",1989
"1366",3434,44,1989-12-06,"Human rights",1,2,1,2,3,"veto","United States",1989
"1367",3435,44,1989-12-06,"Colonialism",1,3,1,3,3,"negative",NA,1989
"1368",3435,44,1989-12-06,"Human rights",1,3,1,3,3,"negative",NA,1989
"1369",3436,44,1989-12-06,"Human rights",1,3,1,3,3,"negative",NA,1989
"1370",3437,44,1989-12-02,"Colonialism",1,2,1,2,2,"postive",NA,1989
"1371",3438,44,1989-12-02,"Colonialism",1,3,1,3,3,"negative",NA,1989
"1372",3438,44,1989-12-02,"Economic development",1,3,1,3,3,"negative",NA,1989
"1373",3439,44,1989-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1989
"1374",3440,44,1989-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1989
"1375",3441,44,1989-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1989
"1376",3442,44,1989-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1989
"1377",3443,44,1989-12-06,"Arms control and disarmament",1,2,1,1,1,"postive",NA,1989
"1378",3443,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,1,1,"postive",NA,1989
"1379",3444,44,1989-12-06,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1989
"1380",3445,44,1989-12-06,"Nuclear weapons and nuclear material",2,2,1,3,3,"negative",NA,1989
"1381",3446,44,1989-12-06,"Nuclear weapons and nuclear material",2,3,1,2,3,"negative",NA,1989
"1382",3447,44,1989-12-06,"Arms control and disarmament",1,2,2,1,1,"postive",NA,1989
"1383",3447,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,2,1,1,"postive",NA,1989
"1384",3448,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1989
"1385",3449,44,1989-12-06,"Nuclear weapons and nuclear material",1,1,1,1,2,"postive",NA,1989
"1386",3450,44,1989-12-06,"Arms control and disarmament",1,1,1,1,3,"veto","United States",1989
"1387",3451,44,1989-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1989
"1388",3451,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1989
"1389",3452,44,1989-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1989
"1390",3452,44,1989-12-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1391",3453,44,1989-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1989
"1392",3454,44,1989-12-06,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1989
"1393",3455,44,1989-12-06,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1989
"1394",3455,44,1989-12-06,"Economic development",1,2,1,2,3,"negative",NA,1989
"1395",3455,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,1989
"1396",3456,44,1989-12-06,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1989
"1397",3457,44,1989-12-06,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1989
"1398",3458,44,1989-12-06,"Arms control and disarmament",1,2,1,2,3,"veto","United States",1989
"1399",3459,44,1989-12-06,"Nuclear weapons and nuclear material",2,3,1,2,2,"veto","France",1989
"1400",3460,44,1989-12-06,"Economic development",1,1,1,1,2,"postive",NA,1989
"1401",3461,44,1989-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1989
"1402",3461,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1989
"1403",3462,44,1989-12-06,"Arms control and disarmament",1,1,1,1,3,"veto","United States",1989
"1404",3463,44,1989-12-06,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1989
"1405",3465,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,1,1,"postive",NA,1989
"1406",3466,44,1989-12-06,"Arms control and disarmament",1,2,1,2,3,"veto","United States",1989
"1407",3467,44,1989-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1989
"1408",3468,44,1989-12-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1409",3469,44,1989-12-06,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1989
"1410",3469,44,1989-12-06,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1989
"1411",3470,44,1989-12-06,"Arms control and disarmament",1,1,1,2,3,"negative",NA,1989
"1412",3470,44,1989-12-06,"Economic development",1,1,1,2,3,"negative",NA,1989
"1413",3471,44,1989-12-06,"Economic development",1,3,1,3,3,"negative",NA,1989
"1414",3472,44,1989-12-06,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1989
"1415",3473,44,1989-12-06,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1989
"1416",3474,44,1989-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1989
"1417",3474,44,1989-12-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1418",3475,44,1989-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1989
"1419",3476,44,1989-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1989
"1420",3476,44,1989-12-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1989
"1421",3477,44,1989-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1989
"1422",3477,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1989
"1423",3479,44,1989-12-06,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1989
"1424",3479,44,1989-12-06,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,1989
"1425",3479,44,1989-12-06,"Palestinian conflict",1,2,1,2,3,"negative",NA,1989
"1426",3480,44,1989-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1989
"1427",3485,44,1989-12-06,"Economic development",1,2,1,2,2,"postive",NA,1989
"1428",3485,44,1989-12-06,"Human rights",1,2,1,2,2,"postive",NA,1989
"1429",3487,44,1989-12-06,"Human rights",2,1,1,1,2,"postive",NA,1989
"1430",3488,44,1989-12-06,"Human rights",1,1,1,1,3,"veto","United States",1989
"1431",3489,44,1989-12-06,"Colonialism",1,1,1,1,2,"postive",NA,1989
"1432",3489,44,1989-12-06,"Economic development",1,1,1,1,2,"postive",NA,1989
"1433",3490,44,1989-12-03,"Economic development",1,2,1,2,3,"veto","United States",1989
"1434",3491,44,1989-12-03,"Palestinian conflict",1,1,1,2,3,"veto","United States",1989
"1435",3493,44,1989-12-06,"Economic development",1,1,1,1,3,"veto","United States",1989
"1436",3494,44,1989-12-06,"Economic development",1,1,1,1,2,"postive",NA,1989
"1437",3495,44,1989-12-06,"Economic development",1,3,1,3,3,"negative",NA,1989
"1438",3496,44,1989-12-06,"Economic development",1,2,1,2,3,"veto","United States",1989
"1439",3497,44,1989-12-06,"Economic development",1,1,1,2,2,"postive",NA,1989
"1440",3498,44,1989-12-06,"Economic development",1,1,1,1,3,"veto","United States",1989
"1441",3499,44,1989-12-06,"Economic development",1,1,1,1,3,"negative",NA,1989
"1442",3499,44,1989-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1989
"1443",3587,46,1991-10-04,"Colonialism",1,3,1,2,2,"veto","France",1991
"1444",3589,46,1991-11-04,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1991
"1445",3593,46,1991-12-06,"Nuclear weapons and nuclear material",2,2,1,3,3,"negative",NA,1991
"1446",3594,46,1991-12-06,"Nuclear weapons and nuclear material",2,3,1,2,3,"negative",NA,1991
"1447",3595,46,1991-12-06,"Arms control and disarmament",1,2,1,1,1,"postive",NA,1991
"1448",3595,46,1991-12-06,"Nuclear weapons and nuclear material",1,2,1,1,1,"postive",NA,1991
"1449",3596,46,1991-12-06,"Nuclear weapons and nuclear material",1,1,1,2,2,"postive",NA,1991
"1450",3597,46,1991-12-06,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1991
"1451",3598,46,1991-12-06,"Arms control and disarmament",1,2,2,2,2,"postive",NA,1991
"1452",3598,46,1991-12-06,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,1991
"1453",3599,46,1991-12-06,"Nuclear weapons and nuclear material",2,3,1,2,3,"negative",NA,1991
"1454",3600,46,1991-12-06,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1991
"1455",3601,46,1991-12-06,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1991
"1456",3601,46,1991-12-06,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1991
"1457",3602,46,1991-12-06,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1991
"1458",3603,46,1991-12-06,"Arms control and disarmament",2,3,2,3,3,"negative",NA,1991
"1459",3603,46,1991-12-06,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,1991
"1460",3604,46,1991-12-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1991
"1461",3605,46,1991-12-06,"Arms control and disarmament",1,1,1,2,3,"negative",NA,1991
"1462",3605,46,1991-12-06,"Economic development",1,1,1,2,3,"negative",NA,1991
"1463",3606,46,1991-12-06,"Arms control and disarmament",1,3,2,3,3,"negative",NA,1991
"1464",3607,46,1991-12-06,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1991
"1465",3608,46,1991-12-06,"Arms control and disarmament",1,2,2,2,3,"negative",NA,1991
"1466",3608,46,1991-12-06,"Nuclear weapons and nuclear material",1,2,2,2,3,"negative",NA,1991
"1467",3608,46,1991-12-06,"Palestinian conflict",1,2,2,2,3,"negative",NA,1991
"1468",3611,46,1991-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1991
"1469",3612,46,1991-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1991
"1470",3613,46,1991-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1471",3614,46,1991-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1991
"1472",3615,46,1991-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",1991
"1473",3616,46,1991-12-02,"Palestinian conflict",1,2,2,2,3,"veto","United States",1991
"1474",3617,46,1991-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1475",3618,46,1991-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1476",3619,46,1991-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1991
"1477",3620,46,1991-12-02,"Colonialism",1,2,2,2,3,"negative",NA,1991
"1478",3620,46,1991-12-02,"Palestinian conflict",1,2,2,2,3,"negative",NA,1991
"1479",3621,46,1991-12-02,"Human rights",1,1,2,1,2,"postive",NA,1991
"1480",3621,46,1991-12-02,"Palestinian conflict",1,1,2,1,2,"postive",NA,1991
"1481",3622,46,1991-12-02,"Colonialism",1,1,2,1,2,"postive",NA,1991
"1482",3622,46,1991-12-02,"Palestinian conflict",1,1,2,1,2,"postive",NA,1991
"1483",3623,46,1991-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1484",3624,46,1991-12-02,"Palestinian conflict",1,1,2,1,2,"postive",NA,1991
"1485",3625,46,1991-12-02,"Palestinian conflict",1,1,2,1,2,"postive",NA,1991
"1486",3626,46,1991-12-02,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1487",3628,46,1991-12-02,"Economic development",1,2,2,3,3,"negative",NA,1991
"1488",3629,46,1991-12-04,"Colonialism",1,2,1,2,2,"postive",NA,1991
"1489",3630,46,1991-12-04,"Colonialism",1,3,2,3,3,"negative",NA,1991
"1490",3630,46,1991-12-04,"Economic development",1,3,2,3,3,"negative",NA,1991
"1491",3631,46,1991-12-04,"Colonialism",1,3,1,3,3,"negative",NA,1991
"1492",3632,46,1991-12-04,"Colonialism",1,2,2,3,3,"negative",NA,1991
"1493",3633,46,1991-12-04,"Colonialism",1,2,1,3,3,"negative",NA,1991
"1494",3634,46,1991-12-04,"Human rights",1,2,1,2,3,"negative",NA,1991
"1495",3634,46,1991-12-04,"Palestinian conflict",1,2,1,2,3,"negative",NA,1991
"1496",3635,46,1991-12-04,"Human rights",1,2,1,2,3,"negative",NA,1991
"1497",3635,46,1991-12-04,"Palestinian conflict",1,2,1,2,3,"negative",NA,1991
"1498",3636,46,1991-12-04,"Palestinian conflict",1,2,1,2,3,"veto","United States",1991
"1499",3637,46,1991-12-04,"Palestinian conflict",1,2,2,2,3,"veto","United States",1991
"1500",3638,46,1991-12-04,"Human rights",1,1,2,1,3,"negative",NA,1991
"1501",3638,46,1991-12-04,"Palestinian conflict",1,1,2,1,3,"negative",NA,1991
"1502",3640,46,1991-12-06,"Human rights",1,2,1,2,2,"postive",NA,1991
"1503",3641,46,1991-12-06,"Nuclear weapons and nuclear material",1,2,2,3,3,"negative",NA,1991
"1504",3642,46,1991-12-06,"Economic development",1,3,2,3,3,"negative",NA,1991
"1505",3642,46,1991-12-06,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1991
"1506",3642,46,1991-12-06,"Palestinian conflict",1,3,2,3,3,"negative",NA,1991
"1507",3644,46,1991-12-02,"Palestinian conflict",1,3,2,3,3,"negative",NA,1991
"1508",3645,46,1991-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1991
"1509",3646,46,1991-12-02,"Human rights",1,2,1,2,3,"veto","United States",1991
"1510",3647,46,1991-12-02,"Human rights",2,1,1,1,1,"postive",NA,1991
"1511",3647,46,1991-12-02,"Palestinian conflict",2,1,1,1,1,"postive",NA,1991
"1512",3648,46,1991-12-02,"Colonialism",1,3,2,3,3,"negative",NA,1991
"1513",3648,46,1991-12-02,"Human rights",1,3,2,3,3,"negative",NA,1991
"1514",3649,46,1991-12-02,"Human rights",1,3,2,3,3,"negative",NA,1991
"1515",3650,46,1991-12-02,"Economic development",1,1,1,2,3,"veto","United States",1991
"1516",3651,46,1991-12-03,"Human rights",1,2,1,2,3,"veto","United States",1991
"1517",3653,46,1991-12-03,"Human rights",2,1,1,1,1,"postive",NA,1991
"1518",3654,46,1991-12-03,"Colonialism",1,1,1,1,1,"postive",NA,1991
"1519",3654,46,1991-12-03,"Human rights",1,1,1,1,1,"postive",NA,1991
"1520",3656,46,1991-12-04,"Human rights",2,2,2,2,2,"postive",NA,1991
"1521",3657,46,1991-12-05,"Palestinian conflict",1,1,2,1,3,"veto","United States",1991
"1522",3658,46,1991-12-06,"Economic development",1,1,1,2,3,"negative",NA,1991
"1523",3658,46,1991-12-06,"Palestinian conflict",1,1,1,2,3,"negative",NA,1991
"1524",3659,46,1991-12-06,"Economic development",1,1,1,1,3,"negative",NA,1991
"1525",3659,46,1991-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1991
"1526",3660,46,1991-12-06,"Economic development",1,3,2,3,3,"negative",NA,1991
"1527",3739,48,1993-11-02,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1993
"1528",3741,48,1993-11-04,"Economic development",1,1,2,2,3,"veto","United States",1993
"1529",3744,48,1993-12-06,"Palestinian conflict",1,1,1,1,2,"postive",NA,1993
"1530",3745,48,1993-12-06,"Palestinian conflict",1,1,1,1,1,"postive",NA,1993
"1531",3746,48,1993-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1993
"1532",3747,48,1993-12-06,"Palestinian conflict",1,1,2,1,3,"veto","United States",1993
"1533",3748,48,1993-12-06,"Palestinian conflict",1,1,2,2,3,"veto","United States",1993
"1534",3749,48,1993-12-06,"Palestinian conflict",1,1,2,1,3,"veto","United States",1993
"1535",3750,48,1993-12-06,"Palestinian conflict",1,1,2,1,3,"veto","United States",1993
"1536",3751,48,1993-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1993
"1537",3752,48,1993-12-06,"Colonialism",1,2,2,2,3,"negative",NA,1993
"1538",3752,48,1993-12-06,"Palestinian conflict",1,2,2,2,3,"negative",NA,1993
"1539",3753,48,1993-12-06,"Human rights",1,1,2,1,2,"postive",NA,1993
"1540",3753,48,1993-12-06,"Palestinian conflict",1,1,2,1,2,"postive",NA,1993
"1541",3754,48,1993-12-06,"Colonialism",1,1,2,2,3,"negative",NA,1993
"1542",3754,48,1993-12-06,"Palestinian conflict",1,1,2,2,3,"negative",NA,1993
"1543",3755,48,1993-12-06,"Palestinian conflict",1,2,2,2,2,"postive",NA,1993
"1544",3756,48,1993-12-06,"Colonialism",1,2,1,2,2,"postive",NA,1993
"1545",3757,48,1993-12-06,"Colonialism",1,3,3,3,3,"negative",NA,1993
"1546",3757,48,1993-12-06,"Economic development",1,3,3,3,3,"negative",NA,1993
"1547",3758,48,1993-12-06,"Colonialism",1,3,3,3,3,"negative",NA,1993
"1548",3759,48,1993-12-06,"Colonialism",1,2,1,3,3,"negative",NA,1993
"1549",3760,48,1993-12-06,"Colonialism",1,2,1,3,3,"negative",NA,1993
"1550",3761,48,1993-12-02,"Colonialism",1,3,2,2,2,"veto","France",1993
"1551",3762,48,1993-12-03,"Palestinian conflict",1,1,1,1,1,"postive",NA,1993
"1552",3763,48,1993-12-03,"Palestinian conflict",1,1,1,1,2,"postive",NA,1993
"1553",3764,48,1993-12-03,"Palestinian conflict",1,2,2,2,3,"veto","United States",1993
"1554",3765,48,1993-12-05,"Economic development",1,3,2,3,2,"negative",NA,1993
"1555",3766,48,1993-12-05,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1993
"1556",3768,48,1993-12-05,"Nuclear weapons and nuclear material",2,2,2,3,3,"negative",NA,1993
"1557",3769,48,1993-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1993
